bhk,propertytype,location,sqft,pricepersqft,totalprice
4,Flat,Mysore,1870,13167,11000000
3,Flat,Mysore,2294,3600,11200000
5,Flat,Mysore,1260,10606,8500000
4,Flat,Mysore,1100,15000,4680000
5,Flat,Mysore,880,9857,5200000
2,Flat,Mysore,1307,282609,7300000
1,Flat,Mysore,1287,21923,7720000
1,Flat,Mysore,2000,8836,12000000
1,Flat,Mysore,2010,8182,15000000
1,Flat,Mysore,990,9667,6000000
4,Flat,Mysore,2000,10000,12000000
5,Flat,Mysore,652,5839,6500000
2,Flat,Mysore,1000,9412,5000000
2,Flat,Mysore,1472,8667,8100000
5,Flat,Mysore,338,11667,2400000
2,Flat,Mysore,1700,6250,16000000
2,Flat,Mysore,1250,5417,8000000
1,Flat,Mysore,1200,13333,6500000
5,Flat,Mysore,960,6042,5000000
2,Flat,Mysore,3000,22000,10500000
4,Flat,Mysore,1310,7800,9830000
1,Flat,Mysore,1659,11000,9000000
4,Flat,Mysore,1576,6765,9900000
1,Flat,Mysore,950,5769,4500000
1,Flat,Mysore,1000,3508,6700000
1,Flat,Mysore,1070,5780,5500000
2,Flat,Mysore,550,6042,4200000
1,Flat,Mysore,1122,4167,5900000
3,Flat,Mysore,930,6145,7500000
4,Flat,Mysore,1200,5000,10000000
5,Flat,Mysore,890,16667,3120000
5,Flat,Mysore,1038,8788,6000000
5,Flat,Mysore,1200,19000,5000000
4,Flat,Mysore,941,6186,4000000
5,Flat,Mysore,1650,10385,9200000
1,Flat,Mysore,1650,7545,14500000
4,Flat,Mysore,1180,15250,7300000
3,Flat,Mysore,800,7595,4200000
2,Flat,Mysore,950,8333,5800000
1,Flat,Mysore,4000,12500,30000000
3,Flat,Mysore,1283,11167,8500000
2,Flat,Mysore,799,6364,7600000
1,Flat,Mysore,2335,12973,11500000
2,Flat,Mysore,1728,12778,8700000
1,Flat,Mysore,1000,8400,7000000
4,Flat,Mysore,26500,10870,30000000
2,Flat,Mysore,1986,6515,11000000
1,Flat,Mysore,1986,4500,11000000
3,Flat,Nagpur,1686,4690,7909999
2,Flat,Nagpur,1398,4249,5940000
2,Flat,Nagpur,1045,3250,3400000
3,Flat,Nagpur,1965,4800,9430000
3,Flat,Nagpur,1625,4501,6800000
3,Flat,Nagpur,1385,4500,8000000
3,Flat,Nagpur,1633,3850,7350000
3,Flat,Nagpur,1886,6522,8490000
3,Flat,Nagpur,1400,4161,5390000
3,Flat,Nagpur,1380,3600,9000000
3,Flat,Nagpur,1385,4500,8000000
3,Flat,Nagpur,1592,3261,8600000
3,Flat,Nagpur,1490,4500,6200000
3,Flat,Nagpur,1349,4276,4860000
2,Flat,Nagpur,1071,4545,4820000
3,Flat,Nagpur,1798,4333,8090000
3,Flat,Nagpur,1886,4501,8490000
3,Flat,Nagpur,2117,4501,9530000
3,Flat,Nagpur,1150,4003,6200000
3,Flat,Nagpur,1172,4501,5900000
2,Flat,Nagpur,810,5143,5000000
3,Flat,Nagpur,1500,3805,6500000
2,Flat,Nagpur,805,5000,3030000
3,Flat,Nagpur,1633,4971,7350000
3,Flat,Nagpur,1633,8404,7350000
2,Flat,Nagpur,1274,6000,5100000
3,Flat,Nagpur,1633,3500,7350000
3,Flat,Nagpur,1100,4134,9000000
3,Flat,Nagpur,1550,6001,9500000
3,Flat,Nagpur,1192,10000,9500000
2,Flat,Nagpur,940,7500,7900000
3,Flat,Nagpur,1521,4500,13200000
2,Flat,Nagpur,1000,5613,3500000
2,Flat,Nagpur,1000,2927,5800000
2,Flat,Nagpur,650,4500,4150000
3,Flat,Nagpur,1223,4204,11900000
4,Flat,Nagpur,2650,7091,19800000
2,Flat,Nagpur,900,4495,4500000
3,Flat,Nagpur,948,2105,6500000
2,Flat,Nagpur,750,4299,3000000
2,Flat,Nagpur,590,5455,4500000
3,Flat,Nagpur,1145,7046,7209999
3,Flat,Nagpur,1546,6136,6500000
2,Flat,Nagpur,1065,3208,4200000
2,Flat,Nagpur,550,4444,3900000
2,Flat,Nagpur,1090,3837,4900000
2,Flat,Nagpur,1900,3605,4000000
2,Flat,Nagpur,870,3600,6030000
2,Flat,Nagpur,1100,10283,6000000
3,Flat,Nagpur,1703,4000,12000000
4,Flat,Nagpur,2200,4000,13500000
2,Flat,Nagpur,1060,5625,3400000
1,Flat,Nagpur,450,4220,2000000
2,Flat,Nagpur,700,4000,3300000
3,Flat,Nagpur,1250,4250,5000000
2,Flat,Nagpur,940,10444,4500000
3,Flat,Nagpur,1350,5897,6600000
3,Flat,Nagpur,1100,4688,7000000
2,Flat,Nagpur,648,3631,4500000
3,Flat,Nagpur,1180,3600,7250000
2,Flat,Nagpur,900,6469,4800000
2,Flat,Nagpur,1400,4722,5950000
2,Flat,Nagpur,1187,5094,7000000
2,Flat,Nagpur,850,6338,4500000
3,Flat,Nagpur,1400,4615,6500000
3,Flat,Nagpur,1250,5000,4500000
2,Flat,Nagpur,830,4000,7000000
3,Flat,Nagpur,1800,6087,8500000
2,Flat,Nagpur,1000,4430,2800000
3,Flat,Nagpur,1200,3933,6330000
3,Flat,Nagpur,1276,9131,6500000
3,Flat,Nagpur,1050,4688,6000000
4,Flat,Nagpur,1986,4500,15500000
3,Flat,Nagpur,1500,5833,7500000
3,Flat,Nagpur,1495,4348,9100000
2,Flat,Nagpur,1264,4500,5600000
2,Flat,Nagpur,800,3071,5000000
2,Flat,Nagpur,960,5268,4500000
3,Flat,Nagpur,1000,4490,7300000
3,Flat,Nagpur,1800,12000,10500000
3,Flat,Nagpur,909,3653,4900000
2,Flat,Nagpur,650,4000,2300000
2,Flat,Nagpur,882,4200,5360000
1,Flat,Nagpur,600,3500,2000000
2,Flat,Nagpur,1403,8333,6300000
2,Flat,Nagpur,850,4737,4500000
2,Flat,Nagpur,650,2712,3800000
3,Flat,Nagpur,950,6000,6000000
2,Flat,Nagpur,1000,4070,4200000
2,Flat,Nagpur,900,6957,4200000
2,Flat,Nagpur,744,3678,6000000
2,Flat,Nagpur,720,5198,4000000
3,Flat,Nagpur,2000,3362,15000000
2,Flat,Nagpur,1165,7372,6500000
2,Flat,Nagpur,700,4479,4500000
3,Flat,Nagpur,878,3157,3200000
2,Flat,Nagpur,900,4320,4500000
2,Flat,Nagpur,850,5037,7500000
2,Flat,Nagpur,700,4676,3500000
2,Flat,Nagpur,950,3333,8000000
2,Flat,Nagpur,600,9645,3200000
2,Flat,Nagpur,800,5001,3900000
3,Flat,Nagpur,1370,3529,11500000
2,Flat,Nagpur,800,4290,4930000
2,Flat,Nagpur,1140,3667,3600000
2,Flat,Nagpur,1250,3733,5400000
2,Flat,Nagpur,870,4397,5400000
2,Flat,Nagpur,1390,3778,6500000
2,Flat,Nagpur,1050,4714,3500000
3,Flat,Nagpur,1296,3400,12500000
2,Flat,Nagpur,650,4940,2800000
2,Flat,Nagpur,844,3700,4500000
2,Flat,Nagpur,1189,3590,4950000
2,Flat,Nagpur,1189,4308,3590000
2,Flat,Nagpur,1189,4014,4700000
3,Flat,Nagpur,750,3700,4500000
2,Flat,Nagpur,750,4190,2750000
2,Flat,Nagpur,750,6000,2800000
3,Flat,Nagpur,1200,9737,6200000
3,Flat,Nagpur,1250,7250,6800000
3,Flat,Nagpur,1380,4522,8250000
2,Flat,Nagpur,1305,7500,4440000
2,Flat,Nagpur,650,6743,2500000
2,Flat,Nagpur,782,12000,4129999
2,Flat,Nagpur,656,3556,3700000
3,Flat,Nagpur,1633,7091,7350000
3,Flat,Nagpur,928,3750,4910000
3,Flat,Nagpur,1623,4706,6800000
3,Flat,Nagpur,1780,4970,11900000
2,Flat,Nagpur,900,14583,8700000
2,Flat,Nagpur,750,5152,5200000
3,Flat,Nagpur,1400,5606,11800000
3,Flat,Nagpur,947,4480,6800000
3,Flat,Nagpur,825,4070,7800000
3,Flat,Nagpur,1200,3684,4500000
2,Flat,Nagpur,750,4211,3700000
2,Flat,Nagpur,850,12333,4000000
2,Flat,Nagpur,825,3463,4100000
3,Flat,Nagpur,945,6500,5900000
3,Flat,Nagpur,1350,4643,8500000
3,Flat,Nagpur,1980,4550,11100000
2,Flat,Nagpur,1250,5667,5600000
3,Flat,Nagpur,2113,9500,6800000
2,Flat,Nagpur,860,5111,3500000
2,Flat,Nagpur,525,7396,3500000
2,Flat,Nagpur,1060,4615,4200000
3,Flat,Nagpur,1100,5462,6500000
3,Flat,Nagpur,1500,2800,8500000
2,Flat,Nagpur,900,7234,4600000
3,Flat,Nagpur,1690,6188,12500000
4,Flat,Nagpur,2000,5484,19900000
2,Flat,Nagpur,1100,4211,4000000
3,Flat,Nagpur,2300,5000,16500000
3,Flat,Nagpur,1100,2533,6000000
3,Flat,Nagpur,785,6000,6000000
2,Flat,Nagpur,1300,4000,7100000
2,Flat,Nagpur,800,4103,4500000
3,Flat,Nagpur,1500,4286,10000000
2,Flat,Nagpur,830,4186,3320000
3,Flat,Nagpur,1250,4500,3500000
2,Flat,Nagpur,780,8000,5850000
3,Flat,Nagpur,1300,3333,5500000
3,Flat,Nagpur,1175,3778,8500000
3,Flat,Nagpur,2020,4704,12500000
3,Flat,Nagpur,1550,5952,8500000
2,Flat,Nagpur,900,4495,4000000
3,Flat,Nagpur,1400,2975,7000000
3,Flat,Nagpur,1500,5222,3800000
2,Flat,Nagpur,1180,3333,9000000
2,Flat,Nagpur,975,3368,4000000
2,Flat,Nagpur,571,1872,4500000
2,Flat,Nagpur,722,3994,2600000
2,Flat,Nagpur,1398,3913,6290000
3,Flat,Nagpur,650,5600,5200000
2,Flat,Nagpur,591,9000,2900000
1,Flat,Nagpur,450,4000,1700000
4,Flat,Nagpur,2100,4000,12500000
2,Flat,Nagpur,1326,3991,5960000
2,Flat,Nagpur,605,6786,1800000
2,Flat,Nagpur,940,3611,3000000
1,Flat,Nagpur,450,3682,1500000
2,Flat,Nagpur,945,6720,4000000
2,Flat,Nagpur,950,4157,3200000
2,Flat,Nagpur,965,6464,3650000
3,Flat,Nagpur,960,3967,6700000
2,Flat,Nagpur,935,5333,1750000
3,Flat,Nagpur,1800,9091,7190000
2,Flat,Nagpur,1014,4514,5600000
2,Flat,Nagpur,720,6408,2880000
2,Flat,Nagpur,830,5000,3320000
3,Flat,Nagpur,1150,9295,4590000
3,Flat,Nagpur,1200,2667,9500000
3,Flat,Nagpur,1200,5741,8000000
2,Flat,Nagpur,850,3500,3250000
3,Flat,Nagpur,1550,3955,7600000
2,Flat,Nagpur,625,4800,2400000
2,Flat,Nagpur,890,6475,3700000
3,Flat,Nagpur,800,2959,6800000
2,Flat,Nagpur,550,4381,2980000
3,Flat,Nagpur,1650,4000,7900000
2,Flat,Nagpur,1080,3995,5200000
3,Flat,Nagpur,992,4128,6000000
2,Flat,Nagpur,678,4534,4400000
2,Flat,Nagpur,756,6000,3500000
2,Flat,Nagpur,570,5000,4500000
3,Flat,Nagpur,1560,7692,14500000
2,Flat,Nagpur,625,3467,3500000
2,Flat,Nagpur,1080,5943,6200000
2,Flat,Nagpur,1000,4723,3500000
2,Flat,Nagpur,800,11600,6000000
2,Flat,Nagpur,691,5238,4200000
2,Flat,Nagpur,1250,3391,6000000
2,Flat,Nagpur,980,3828,2900000
2,Flat,Nagpur,1189,4233,4500000
2,Flat,Nagpur,1189,5229,4700000
3,Flat,Nagpur,1189,6490,5990000
2,Flat,Nagpur,1189,2842,4600000
2,Flat,Nagpur,750,3279,4600000
2,Flat,Nagpur,1050,3217,4200000
3,Flat,NewDelhi,1315,42667,4200000
3,Flat,NewDelhi,1315,10556,11500000
3,Flat,NewDelhi,1315,40625,13000000
2,Flat,NewDelhi,900,7500,7500000
2,Flat,NewDelhi,680,5217,3600000
2,Flat,NewDelhi,700,6000,4500000
3,Flat,NewDelhi,900,5700,5700000
2,Flat,NewDelhi,810,6000,5400000
3,Flat,NewDelhi,1300,9185,12400000
3,Flat,NewDelhi,810,7556,6800000
2,Flat,NewDelhi,900,6316,6000000
3,Flat,NewDelhi,1000,6545,7200000
3,Flat,NewDelhi,1075,6083,6600000
3,Flat,NewDelhi,1200,6222,9600000
3,Flat,NewDelhi,1000,11385,7000000
3,Flat,NewDelhi,1000,30556,6500000
3,Flat,NewDelhi,1350,27778,9500000
3,Flat,NewDelhi,900,55952,8200000
2,Flat,NewDelhi,450,27708,2500000
3,Flat,NewDelhi,810,13333,6000000
2,Flat,NewDelhi,600,7794,5300000
2,Flat,NewDelhi,590,18333,4700000
2,Flat,NewDelhi,713,25826,6500000
3,Flat,NewDelhi,950,15983,4500000
3,Flat,NewDelhi,900,9412,8500000
2,Flat,NewDelhi,800,14684,5200000
2,Flat,NewDelhi,668,120455,4000000
2,Flat,NewDelhi,1700,2806,7500000
2,Flat,NewDelhi,500,35185,2450000
2,Flat,NewDelhi,450,17000,1900000
2,Flat,NewDelhi,534,12500,3000000
2,Flat,NewDelhi,450,17947,2200000
2,Flat,NewDelhi,675,4444,2500000
2,Flat,NewDelhi,630,6102,3000000
3,Flat,NewDelhi,750,6500,4100000
2,Flat,NewDelhi,430,21800,2450000
3,Flat,NewDelhi,1050,43750,7200000
3,Flat,NewDelhi,750,13459,5200000
3,Flat,NewDelhi,990,20000,7500000
3,Flat,NewDelhi,1350,6203,6500000
3,Flat,NewDelhi,890,19444,6000000
2,Flat,NewDelhi,1111,8000,7500000
3,Flat,NewDelhi,990,26316,5150000
3,Flat,NewDelhi,1500,27273,12000000
2,Flat,NewDelhi,612,5357,3200000
3,Flat,NewDelhi,900,15000,7500000
3,Flat,NewDelhi,1400,14815,13500000
3,Flat,NewDelhi,810,5000,5700000
2,Flat,NewDelhi,530,6111,3000000
3,Flat,NewDelhi,800,5517,6700000
3,Flat,NewDelhi,850,9091,5500000
2,Flat,NewDelhi,855,4444,3650000
2,Flat,NewDelhi,405,7000,2020000
2,Flat,NewDelhi,700,19697,3500000
2,Flat,NewDelhi,550,10556,3200000
2,Flat,NewDelhi,666,13889,4000000
2,Flat,NewDelhi,495,5574,4500000
3,Flat,NewDelhi,900,5259,4000000
2,Flat,NewDelhi,900,14615,4500000
2,Flat,NewDelhi,500,3933,4200000
2,Flat,NewDelhi,700,10769,3750000
3,Flat,NewDelhi,890,7647,3500000
2,Flat,NewDelhi,750,11724,5700000
3,Flat,NewDelhi,1400,19231,7300000
3,Flat,NewDelhi,800,33333,6500000
3,Flat,NewDelhi,1200,7080,7000000
3,Flat,NewDelhi,1100,15556,5700000
3,Flat,NewDelhi,1692,4500,15000000
2,Flat,NewDelhi,600,6316,4500000
3,Flat,NewDelhi,1000,5700,8000000
2,Flat,NewDelhi,450,11111,3200000
2,Flat,NewDelhi,450,7400,2250000
3,Flat,NewDelhi,900,29643,6000000
3,Flat,NewDelhi,900,10222,5700000
2,Flat,NewDelhi,480,16250,3700000
3,Flat,NewDelhi,720,24333,5500000
3,Flat,NewDelhi,1100,9333,8490000
3,Flat,NewDelhi,1250,5789,7700000
3,Flat,NewDelhi,1125,18056,8000000
3,Flat,NewDelhi,900,14824,5500000
3,Flat,NewDelhi,1200,24284,5260000
3,Flat,NewDelhi,800,5536,4500000
3,Flat,NewDelhi,675,22222,6300000
3,Flat,NewDelhi,1060,4444,8700000
2,Flat,NewDelhi,800,9333,4650000
2,Flat,NewDelhi,900,6000,7000000
2,Flat,NewDelhi,700,11250,4200000
2,Flat,NewDelhi,855,6667,4000000
3,Flat,NewDelhi,1100,13419,5950000
3,Flat,NewDelhi,1500,11304,14000000
2,Flat,NewDelhi,900,11250,5400000
3,Flat,NewDelhi,860,14198,6000000
3,Flat,NewDelhi,810,16000,5000000
3,Flat,NewDelhi,900,11667,6250000
2,Flat,NewDelhi,450,33333,3500000
2,Flat,NewDelhi,648,28571,4700000
3,Flat,NewDelhi,1050,24444,6000000
2,Flat,NewDelhi,700,16323,6500000
2,Flat,NewDelhi,765,36842,4300000
3,Flat,NewDelhi,1250,5096,7500000
3,Flat,NewDelhi,1800,11250,15000000
3,Flat,NewDelhi,990,15000,9500000
2,Flat,NewDelhi,792,20072,4500000
3,Flat,NewDelhi,900,24167,7200000
2,Flat,NewDelhi,600,14615,5900000
2,Flat,NewDelhi,650,10909,6000000
2,Flat,NewDelhi,850,26389,4000000
2,Flat,NewDelhi,900,21667,7500000
2,Flat,NewDelhi,450,20000,2800000
2,Flat,NewDelhi,550,4571,3800000
3,Flat,NewDelhi,1100,5185,10000000
3,Flat,NewDelhi,1250,6000,4500000
2,Flat,NewDelhi,850,11333,5300000
3,Flat,NewDelhi,855,4222,8000000
3,Flat,NewDelhi,700,16667,3200000
3,Flat,NewDelhi,1125,23611,7000000
2,Flat,NewDelhi,700,34688,4800000
3,Flat,NewDelhi,1100,12037,9500000
2,Flat,NewDelhi,400,17222,1900000
3,Flat,NewDelhi,1125,16082,5500000
3,Flat,NewDelhi,1000,11806,8000000
2,Flat,NewDelhi,900,10000,6300000
2,Flat,NewDelhi,710,10000,5500000
2,Flat,NewDelhi,675,15909,3500000
2,Flat,NewDelhi,1125,28125,10000000
3,Flat,NewDelhi,1080,15556,7000000
3,Flat,NewDelhi,855,28889,4000000
2,Flat,NewDelhi,650,15556,3200000
3,Flat,NewDelhi,900,9286,4600000
2,Flat,NewDelhi,700,6838,3600000
2,Flat,NewDelhi,700,15294,5000000
3,Flat,NewDelhi,1040,12333,7200000
3,Flat,NewDelhi,800,10452,6500000
2,Flat,Noida,995,8417,8380000
2,Flat,Noida,1137,9147,10400000
4,Flat,Noida,2505,7285,18200000
3,Flat,Noida,1435,6095,8750000
2,Flat,Noida,900,7389,7500000
3,Flat,Noida,1357,9000,12200000
3,Flat,Noida,1300,6429,9000000
3,Flat,Noida,1528,8246,12600000
3,Flat,Noida,2275,9890,22500000
3,Flat,Noida,1565,8307,13000000
3,Flat,Noida,1256,7613,11800000
3,Flat,Noida,1365,7692,10500000
3,Flat,Noida,1750,8857,15500000
2,Flat,Noida,972,6410,7000000
4,Flat,Noida,1874,10000,18700000
2,Flat,Noida,1050,7200,7990000
3,Flat,Noida,1550,4806,7450000
1,Flat,Noida,500,5050,3060000
2,Flat,Noida,1305,4598,6000000
3,Flat,Noida,1090,8500,9270000
3,Flat,Noida,1500,8200,12300000
3,Flat,Noida,1947,7704,15000000
3,Flat,Noida,1360,6000,10700000
2,Flat,Noida,900,7333,7700000
2,Flat,Noida,720,7065,6500000
3,Flat,Noida,1250,3379,4900000
3,Flat,Noida,1325,2900,10000000
1,Flat,Noida,450,14083,1450000
4,Flat,Noida,1400,12222,13000000
3,Flat,Noida,1110,11057,8700000
2,Flat,Noida,960,6854,6240000
3,Flat,Noida,1459,7927,10000000
3,Flat,Noida,1640,7500,13000000
3,Flat,Noida,1240,7111,9300000
3,Flat,Noida,1200,15500,9800000
2,Flat,Noida,1230,3524,10000000
2,Flat,Noida,950,17210,3700000
2,Flat,Noida,1370,12000,8750000
3,Flat,Noida,1620,8063,14500000
2,Flat,Noida,955,13889,7700000
2,Flat,Noida,860,10679,5500000
3,Flat,Noida,1295,7436,12000000
4,Flat,Noida,1950,15000,14500000
3,Flat,Noida,1600,14189,6500000
3,Flat,Noida,990,8609,5500000
2,Flat,Noida,1050,4500,9900000
2,Flat,Noida,900,10125,3400000
3,Flat,Noida,1870,24074,16500000
3,Flat,Noida,1400,8519,8500000
2,Flat,Noida,1250,10857,11500000
1,Flat,Noida,595,7812,2000000
5,Flat,Noida,6230,7810,50000000
2,Flat,Noida,1050,14407,8200000
2,Flat,Noida,1085,13444,7950000
3,Flat,Noida,1525,14846,14000000
2,Flat,Noida,1258,11212,8000000
2,Flat,Noida,1240,4494,9000000
2,Flat,Noida,750,27870,4000000
4,Flat,Noida,2420,9967,24000000
3,Flat,Noida,920,15303,7500000
3,Flat,Noida,1900,10146,17500000
2,Flat,Noida,1180,11492,11500000
3,Flat,Noida,969,44547,6990000
3,Flat,Noida,1325,5000,9500000
3,Flat,Noida,1400,22117,7500000
3,Flat,Noida,1230,19082,7000000
4,Flat,Noida,2973,13489,23700000
3,Flat,Noida,1490,15779,13799999
3,Flat,Noida,1664,11175,16000000
2,Flat,Noida,1110,8770,8800000
2,Flat,Panipat,700,4778,4300000
3,Flat,Panipat,1220,6173,10000000
2,Flat,Panipat,1140,6140,7000000
2,Flat,Panipat,766,5583,5700000
3,Flat,Panipat,1850,6250,13500000
3,Flat,Panipat,1950,4872,9500000
3,Flat,Panipat,1950,4872,9500000
3,Flat,Panipat,970,4518,7300000
3,Flat,Panipat,1660,3241,7500000
3,Flat,Panipat,1013,10682,7300000
2,Flat,Panipat,1130,3849,7700000
3,Flat,Panipat,1680,1875,6500000
2,Flat,Panipat,810,10000,5200000
2,Flat,Panipat,691,2778,4800000
2,Flat,Panipat,504,2833,3100000
2,Flat,Patna,1155,4762,5500000
2,Flat,Patna,1012,5929,6000000
3,Flat,Patna,2500,2800,7000000
3,Flat,Patna,1370,5500,10300000
3,Flat,Patna,1850,7568,14000000
3,Flat,Patna,1165,4389,6650000
2,Flat,Patna,870,4737,4500000
3,Flat,Patna,1000,5116,7500000
3,Flat,Patna,1765,7195,12700000
3,Flat,Patna,1341,10121,12500000
3,Flat,Patna,1521,5500,8370000
3,Flat,Patna,1087,7431,10500000
2,Flat,Patna,1075,5860,6300000
3,Flat,Patna,1200,6617,7940000
3,Flat,Patna,1025,6140,6290000
3,Flat,Patna,1490,5705,8500000
3,Flat,Patna,1775,6479,11500000
2,Flat,Patna,1375,5457,10000000
3,Flat,Patna,950,7592,8000000
2,Flat,Patna,1000,3486,9300000
2,Flat,Patna,918,7903,3200000
3,Flat,Patna,1645,6972,13000000
3,Flat,Patna,1506,8621,10500000
3,Flat,Patna,1350,5543,12500000
2,Flat,Patna,900,5252,5100000
2,Flat,Patna,1190,6807,6250000
3,Flat,Patna,1200,5000,10700000
2,Flat,Patna,1349,5098,7500000
3,Flat,Patna,1000,6500,6500000
3,Flat,Patna,1830,3500,11800000
3,Flat,Patna,1300,4600,4550000
3,Flat,Patna,1128,7100,7750000
3,Flat,Patna,1840,5862,13000000
3,Flat,Patna,1160,6610,8500000
2,Flat,Patna,1050,4200,7800000
2,Flat,Patna,805,8562,3379999
3,Flat,Patna,1460,5357,12500000
3,Flat,Patna,1100,5912,7500000
3,Flat,Patna,1050,6205,7100000
3,Flat,Patna,1515,10047,9400000
3,Flat,Patna,1835,5143,10000000
3,Flat,Patna,1250,4911,7200000
2,Flat,Patna,1120,6164,5500000
3,Flat,Patna,1550,5457,9800000
3,Flat,Patna,1320,7500,7700000
3,Flat,Patna,900,6500,7000000
3,Flat,Patna,1150,7990,9880000
2,Flat,Patna,1189,9938,9500000
3,Flat,Patna,1610,6250,16000000
3,Flat,Patna,1360,6500,8500000
2,Flat,Patna,1073,5588,6970000
3,Flat,Patna,1400,5342,12000000
3,Flat,Patna,1400,8133,9500000
3,Flat,Patna,1460,4950,7800000
3,Flat,Patna,1280,8500,12500000
2,Flat,Patna,790,7273,5100000
3,Flat,Patna,1450,7615,12000000
2,Flat,Patna,1300,6977,9900000
3,Flat,Patna,1369,4500,8900000
3,Flat,Patna,1238,5172,10800000
3,Flat,Patna,1422,5000,6400000
2,Flat,Patna,1160,7015,6000000
2,Flat,Patna,800,3310,4500000
3,Flat,Patna,1080,5500,9000000
3,Flat,Patna,1450,10000,4800000
2,Flat,Patna,1050,5865,8000000
2,Flat,Patna,1025,4798,5640000
3,Flat,Patna,1100,9750,10000000
3,Flat,Patna,1550,5463,12200000
2,Flat,Patna,1250,5376,6000000
3,Flat,Patna,1960,10256,9410000
3,Flat,Patna,1600,9766,15600000
3,Flat,Patna,1327,6773,7250000
3,Flat,Patna,1050,5932,7800000
2,Flat,Patna,1065,5000,10000000
2,Flat,Patna,1255,6906,8500000
2,Flat,Patna,1180,14500,7000000
2,Flat,Patna,1200,6341,6000000
3,Flat,Patna,1350,6971,7000000
2,Flat,Patna,1025,4280,6500000
3,Flat,Patna,1425,4249,3979999
2,Flat,Patna,1145,6500,5800000
2,Flat,Patna,850,8796,6000000
2,Flat,Patna,1025,12219,6500000
3,Flat,Patna,1421,7656,3970000
3,Flat,Patna,1365,6154,5800000
2,Flat,Patna,912,4240,8100000
3,Flat,Patna,1250,4500,9800000
2,Flat,Patna,849,4580,6500000
3,Flat,Patna,1300,4593,8000000
2,Flat,Patna,925,7491,4600000
3,Flat,Patna,1420,5412,12000000
2,Flat,Patna,1000,5758,4500000
2,Flat,Patna,1106,5169,5000000
3,Flat,Patna,1310,16667,6000000
3,Flat,Patna,1228,2791,5640000
3,Flat,Patna,1335,2794,10000000
2,Flat,Patna,850,8594,7000000
2,Flat,Patna,850,2791,4600000
3,Flat,Patna,1537,8271,8850000
2,Flat,Patna,750,6667,5500000
3,Flat,Patna,1827,6395,5100000
3,Flat,Patna,1235,4462,3450000
3,Flat,Patna,1280,7961,11000000
3,Flat,Patna,1480,6766,4129999
3,Flat,Patna,1300,5000,10000000
2,Flat,Patna,986,5800,3450000
2,Flat,Patna,860,4597,5500000
3,Flat,Patna,1100,8197,5800000
3,Flat,Patna,1520,3800,12100000
3,Flat,Patna,1478,5000,10000000
3,Flat,Patna,1516,4987,10000000
2,Flat,Patna,960,4400,4800000
3,Flat,Patna,1340,6250,7770000
3,Flat,Patna,1490,22059,6850000
3,Flat,Patna,2135,4593,17500000
2,Flat,Patna,823,4913,3800000
3,Flat,Patna,1118,6522,6700000
3,Flat,Patna,945,5785,6940000
3,Flat,Patna,1250,6282,5500000
3,Flat,Patna,1200,7000,7500000
3,Flat,Patna,1476,6564,6780000
3,Flat,Patna,1486,4599,7300000
3,Flat,Patna,1150,4599,7500000
3,Flat,Patna,1210,4222,7000000
3,Flat,Patna,1450,4439,6500000
3,Flat,Patna,1560,3658,9800000
2,Flat,Patna,1000,14695,7000000
2,Flat,Patna,1000,4061,5800000
3,Flat,Patna,1295,7586,8500000
2,Flat,Patna,959,11364,4410000
2,Flat,Patna,948,8205,4360000
2,Flat,Patna,1208,4364,5100000
2,Flat,Patna,980,5517,4350000
3,Flat,Patna,1356,5000,4960000
2,Flat,Patna,985,6502,4000000
2,Flat,Patna,1250,6297,11000000
2,Flat,Patna,975,4996,8000000
3,Flat,Patna,1400,5914,6500000
2,Flat,Patna,886,6478,4800000
3,Flat,Patna,1450,5000,8000000
2,Flat,Patna,1000,7197,5000000
2,Flat,Patna,811,6000,4000000
3,Flat,Patna,1001,12500,9240000
3,Flat,Patna,1588,4906,10000000
2,Flat,Patna,935,3000,8000000
2,Flat,Patna,930,4506,5500000
3,Flat,Patna,1235,6667,8000000
2,Flat,Patna,657,3444,4730000
3,Flat,Patna,1320,5047,9500000
2,Flat,Patna,1400,4959,9000000
3,Flat,Patna,1350,8051,11000000
3,Flat,Patna,1121,5204,5500000
2,Flat,Patna,750,5882,2250000
2,Flat,Patna,1730,5309,13500000
2,Flat,Patna,1400,8333,6310000
2,Flat,Patna,1050,8214,7000000
3,Flat,Patna,1597,7500,5500000
3,Flat,Patna,1129,6349,7500000
2,Flat,Patna,605,6923,3000000
3,Flat,Patna,1692,7042,15500000
3,Flat,Patna,1400,5391,11000000
2,Flat,Patna,980,5002,5100000
3,Flat,Patna,1400,5400,10000000
3,Flat,Patna,1500,4400,12500000
2,Flat,Patna,1027,5100,7800000
2,Flat,Patna,1120,6308,9200000
3,Flat,Patna,1547,15000,11600000
3,Flat,Patna,880,6415,8000000
3,Flat,Patna,1375,13784,9000000
3,Flat,Patna,1145,5352,10800000
3,Flat,Patna,1200,8409,10000000
3,Flat,Patna,1150,7292,6200000
2,Flat,Patna,570,8750,5500000
3,Flat,Patna,895,55055,8640000
2,Flat,Patna,1040,7273,4160000
2,Flat,Patna,1329,5000,5850000
3,Flat,Patna,1451,5093,7400000
3,Flat,Patna,1100,7353,8200000
3,Flat,Patna,1325,4000,8500000
3,Flat,Patna,1200,7037,11100000
